GEOID,pop_pov,pov_rt
06059052506,2471,5.6
06059052511,6015,6.2
06059052513,5492,12.1
06059052514,5598,8.9
06059052515,9667,12.7
06059052517,12535,9.2
06059052518,5645,11.3
06059052519,4418,10.8
06059052520,3610,9.6
06059052521,5195,15.6
06059052522,4211,9.8
06059052523,4112,12.6
06059052524,8600,9.4
06059052525,17051,9.7
06059052526,4703,5.8
06059052527,9224,8.5
06059052528,4029,6.7
06059062604,16188,3.3
06059062605,2926,10.6
06059062610,9192,21
06059062611,4643,34.7
06059062612,8322,13.7
06059062614,11013,44.7
06059062619,3959,7.3
06059062620,5273,4.6
06059062621,9365,10.5
06059062622,3889,14.5
06059062625,4119,17.9
06059062626,3401,66
06059062627,3686,38.3
06059062628,2771,11.1
06059062629,2685,3.9
06059062630,1856,3.7
06059062631,3129,2.5
06059062632,3856,4.1
06059062633,6373,4.4
06059062634,5351,3.5
06059062635,4120,3.3
06059062636,3981,3.4
06059062637,4581,6.2
06059062638,6643,4.9
06059062639,7842,4
06059062640,3668,9.5
06059062641,5217,3.8
06059062642,2600,6.7
06059062643,7083,4.4
06059062644,9122,9.2
06059062645,6778,4
06059062646,3731,9.1
06059062647,4309,14
06059062648,2677,12.1
06059062649,3285,13.5
06059062701,2640,4.6
06059062702,4767,4.2
06059062800,4034,13.8
06059062900,1562,5.9
06059063004,6378,4.8
06059063005,1430,6.9
06059063006,2799,3.6
06059063007,6420,6.1
06059063008,806,0
06059063009,1677,5.5
06059063010,7086,4.6
06059063101,3077,9.2
06059063102,6678,9.4
06059063103,2659,10.6
06059063201,3969,11.8
06059063202,3776,6.7
06059063301,2886,10.7
06059063302,4225,8.6
06059063400,4888,4.9
06059063500,5806,9.7
06059063601,3632,7.4
06059063603,6306,6.1
06059063604,4262,18.9
06059063605,5376,35.2
06059063701,5717,31.7
06059063702,5852,17
06059063802,2977,6.4
06059063803,4491,7.5
06059063805,2556,10.5
06059063806,3744,4.6
06059063807,5044,16.4
06059063808,6093,30.1
06059063902,7090,15.3
06059063903,4153,7.4
06059063904,4806,13
06059063905,4545,9.3
06059063906,5939,7.4
06059063907,7982,6.1
06059063908,5445,7.1
06059074003,4287,12.2
06059074004,8555,7.6
06059074005,7633,13.4
06059074006,5579,11.3
06059074102,6543,10.2
06059074103,4875,10.9
06059074106,6784,11
06059074107,6811,6.1
06059074108,4988,11.1
06059074109,3519,15.6
06059074110,4168,11.8
06059074111,5421,6.4
06059074200,9469,13.8
06059074300,4160,26.5
06059074403,5974,28.8
06059074405,5954,20.8
06059074406,3361,24.6
06059074407,5619,22.9
06059074408,6291,14.8
06059074501,7430,39.8
06059074502,5610,25
06059074601,7784,14.3
06059074602,8066,23.9
06059074701,8546,19.9
06059074702,6015,18.7
06059074801,6442,13.9
06059074802,6597,25.5
06059074803,8872,17.7
06059074805,5616,27.8
06059074806,5210,30.8
06059074901,9616,25.8
06059074902,6456,26.9
06059075002,7674,37.8
06059075003,7139,32.3
06059075004,5312,45
06059075100,7866,23.8
06059075201,6199,20.2
06059075202,5487,23.4
06059075301,5801,16.6
06059075302,4757,17.9
06059075303,3212,8.1
06059075401,4095,9.3
06059075403,7087,7.5
06059075404,6492,11.4
06059075405,3035,7.9
06059075504,4057,7
06059075505,3489,8.3
06059075506,3509,5
06059075507,5538,13.2
06059075512,4135,24
06059075513,5171,9.8
06059075514,3858,29.8
06059075515,18771,19.4
06059075603,4030,6.7
06059075604,8024,2.7
06059075605,5750,6.1
06059075606,6547,5.3
06059075607,6421,13.8
06059075701,7360,6
06059075702,3453,2.1
06059075703,4195,3.1
06059075805,4178,22.7
06059075806,6529,15.7
06059075807,3981,7.1
06059075808,3374,6.2
06059075809,2866,3.7
06059075810,3203,8.3
06059075811,3218,18.1
06059075812,6359,16.7
06059075813,4864,5.6
06059075814,2934,4.8
06059075815,5325,10.8
06059075816,3946,17.2
06059075901,4094,24.1
06059075902,6813,18.3
06059076000,9138,15.1
06059076101,10338,12.8
06059076102,4527,19.4
06059076103,9101,21.2
06059076201,7767,6.6
06059076202,5965,7.4
06059076204,4715,23.1
06059076205,4923,14
06059076206,4845,11.4
06059076208,5591,12.2
06059086301,6806,15.7
06059086303,6898,15
06059086304,4789,15.8
06059086305,4114,12.3
06059086306,4746,13.5
06059086402,5520,17.6
06059086404,6815,13
06059086405,7521,26.2
06059086406,4220,11.8
06059086407,6654,15.7
06059086501,4347,17.9
06059086502,6276,28
06059086601,10081,26
06059086602,6391,19.2
06059086701,9172,11.8
06059086702,7471,17.5
06059086801,3577,5.3
06059086802,5784,15.5
06059086803,9399,17.6
06059086901,8424,26.4
06059086902,5533,10.7
06059086903,7361,17.4
06059087001,5197,18.8
06059087002,7726,13.5
06059087101,4743,11
06059087102,6611,17.9
06059087103,7932,13.1
06059087105,4258,21.7
06059087106,4855,16.8
06059087200,7710,15.9
06059087300,10253,19.7
06059087401,5006,8.7
06059087403,3363,25.5
06059087404,4301,24.9
06059087405,5939,29.3
06059087503,6554,11.7
06059087504,7326,34.3
06059087505,4895,24.3
06059087601,5206,21.3
06059087602,7576,23.1
06059087701,5815,12.4
06059087703,6050,16.9
06059087704,4424,6.2
06059087801,5127,11.7
06059087802,7449,22
06059087803,5470,33.3
06059087805,6753,16.2
06059087806,5876,17.2
06059087901,3950,21.7
06059087902,5917,25.1
06059088001,4748,13.9
06059088002,3814,14.4
06059088101,2177,10.9
06059088104,4908,16.6
06059088105,4666,16.8
06059088106,5087,13.6
06059088107,5639,17.5
06059088201,4394,31.6
06059088202,3217,11.8
06059088203,5309,18.6
06059088301,6853,13.5
06059088302,6374,7.1
06059088401,6036,13.3
06059088402,4998,24.4
06059088403,7601,15.1
06059088501,6852,16.6
06059088502,5103,21.1
06059088601,6448,12.5
06059088602,4331,12.4
06059088701,6158,25
06059088702,6458,12
06059088801,7607,18.8
06059088802,5333,24.2
06059088901,7142,22.6
06059088902,4378,18.7
06059088903,8853,17.9
06059088904,5761,18.8
06059088905,5456,18
06059089001,7658,19.2
06059089003,3794,19.7
06059089004,7324,22.2
06059089102,6783,13
06059089104,6098,22.7
06059089105,6480,27
06059089106,4184,17.3
06059089107,5353,8.3
06059099202,8430,26.6
06059099203,6330,14.7
06059099204,4466,11.6
06059099212,5325,13.9
06059099214,3561,3.4
06059099215,5172,5.3
06059099216,4394,2.7
06059099217,2448,3.6
06059099220,5456,7.6
06059099222,5476,16.1
06059099223,4731,22.4
06059099224,3627,3.3
06059099225,3379,8.1
06059099226,4383,11.1
06059099227,5931,12.6
06059099229,6090,11.7
06059099230,4718,3.7
06059099231,5361,6.5
06059099232,5483,7.1
06059099233,3310,4.4
06059099234,3505,5.8
06059099235,4661,12.4
06059099237,3648,7.8
06059099238,4334,6.5
06059099239,3629,5.9
06059099240,5147,3.2
06059099241,4453,9.5
06059099242,3823,7
06059099243,4273,3.9
06059099244,3610,4.2
06059099245,2914,2.5
06059099246,3455,2.4
06059099247,3542,13.7
06059099248,5717,26.7
06059099249,4675,24
06059099250,2912,16.6
06059099251,5928,14.9
06059099305,7620,7.3
06059099306,6188,9.1
06059099307,2579,9.2
06059099308,6112,1.5
06059099309,5234,5.9
06059099310,4525,7.8
06059099311,3337,6.6
06059099402,8680,35.4
06059099404,4639,4.8
06059099405,4389,12.7
06059099406,4804,6.5
06059099407,2510,8.2
06059099408,4575,12.6
06059099410,5075,22.2
06059099411,5596,16.4
06059099412,4811,11.1
06059099413,8361,12.9
06059099415,5738,1.9
06059099416,4759,10.1
06059099417,4430,4.6
06059099502,437,3
06059099504,2633,2.4
06059099506,945,9.6
06059099508,4860,15
06059099509,3196,7.9
06059099510,4647,13.5
06059099511,3226,7
06059099512,3186,9.4
06059099513,2338,6.5
06059099514,4809,0.8
06059099601,7223,28.5
06059099602,3388,11.5
06059099603,6789,5.1
06059099604,4101,4.4
06059099605,4077,5.2
06059099701,6181,19.1
06059099702,8112,21.2
06059099703,5748,7.6
06059099801,5752,26.7
06059099802,5036,30.3
06059099803,5350,23
06059099902,4442,7.5
06059099903,6114,21.6
06059099904,6532,18.7
06059099905,4310,11
06059099906,5093,6
06059110001,4488,5.4
06059110003,3228,4.3
06059110004,5085,2.4
06059110005,3034,5.5
06059110006,3144,3.3
06059110007,4978,6.7
06059110008,4436,2.2
06059110010,4895,3.9
06059110011,2853,7
06059110012,5052,2.9
06059110014,5037,14.2
06059110015,3381,5.5
06059110102,5708,5.5
06059110104,5705,8.5
06059110106,3689,3.9
06059110108,2887,5.5
06059110109,5541,6
06059110110,5885,12.2
06059110111,6124,7.1
06059110113,2164,5.6
06059110114,4944,3
06059110115,3761,3.4
06059110116,4706,8.4
06059110117,6305,5.6
06059110118,2557,3.3
06059110201,7766,17.3
06059110202,7523,24.2
06059110203,5034,5.8
06059110301,7281,7.6
06059110302,5815,7.8
06059110303,4471,5.2
06059110304,4767,4.6
06059110401,5660,8.3
06059110402,5506,20.7
06059110500,8979,25.5
06059110603,9119,30.4
06059110604,7496,10.5
06059110605,6787,10.2
06059110606,4483,21.5
06059110607,4352,12.2
06059980000,0,-
06059990100,0,-
06061020104,979,21
06061020105,965,20.2
06061020106,1488,8.2
06061020107,2614,12.3
06061020200,6534,9.6
06061020300,4463,17.8
06061020401,2084,19.4
06061020402,3667,6.2
06061020501,2964,3.5
06061020502,4475,7.6
06061020601,7341,3
06061020602,8239,9.2
06061020604,6393,3.1
06061020605,5992,3.4
06061020606,4305,4.3
06061020710,4504,5.9
06061020711,4094,7.6
06061020712,3829,13.6
06061020713,2852,19.4
06061020714,4151,8.3
06061020715,2965,10.7
06061020717,3465,6.2
06061020805,3970,9.8
06061020806,3779,19.9
06061020901,2355,24.1
06061020908,7286,13.7
06061021003,6166,13.6
06061021034,4550,4.2
06061021035,7917,7
06061021037,2148,5.7
06061021038,7444,9.7
06061021039,1642,3.3
06061021040,3172,12.5
06061021043,3563,2.4
06061021044,6403,3.7
06061021045,3155,5.9
06061021046,4438,10.9
06061021103,3618,15.1
06061021106,2246,7
06061021108,2853,13.5
06061021109,5166,6.1
06061021122,3421,1.8
06061021123,7337,1.6
06061021128,3209,13.4
06061021129,3327,13.5
06061021130,2493,11.5
06061021131,5678,6.1
06061021203,7513,4.7
06061021204,2544,8.8
06061021304,5542,12.3
06061021309,11680,4.3
06061021322,15532,8.2
06061021401,2292,8.7
06061021403,7463,11.9
06061021501,5550,3.5
06061021502,3665,6.2
06061021603,4438,21.2
06061021604,4166,12.8
06061021801,4909,6.9
06061021802,6068,12.1
06061021901,2598,6.4
06061021902,4774,5.7
06061022002,7322,14.3
06061022011,1576,5.8
06061022013,2372,14
06061022014,1101,6.2
06061022100,613,3.9
06061022200,756,12.7
06061022300,372,23.9
06061022400,4780,7.3
06061022500,5981,2.6
06061022600,5107,10.7
06061022800,4666,5.6
06061022900,5124,7.5
06061023000,3254,2.9
06061023100,8312,3.1
06061023200,5573,5.5
06061023300,5318,7
06061023400,5007,6.7
06061023500,6044,3
06061023600,4136,3.2
06061023700,3416,5.4
06061023800,3146,8.8
06061023900,3258,8.1
06061990000,0,-
06063000100,5282,17.2
06063000201,1423,6.4
06063000202,861,3.7
06063000300,4058,16.7
06063000400,2679,13.3
06063000501,2247,8.9
06063000502,1827,9.3
06065030101,1247,14.4
06065030103,2347,38.2
06065030104,7556,14.8
06065030200,4409,9.8
06065030300,3518,31.2
06065030400,6463,28.4
06065030501,4414,30.5
06065030502,2113,32.7
06065030503,3511,36.6
06065030601,5631,1.7
06065030602,3297,3.2
06065030603,3137,7.6
06065030700,5697,19.9
06065030800,8248,12.2
06065030900,3514,11.2
06065031001,5844,10.6
06065031002,5205,36.5
06065031100,4539,24
06065031200,6758,13.2
06065031300,2843,24.2
06065031401,7730,24.4
06065031402,7354,13.4
06065031501,4824,9.4
06065031502,8122,10.7
06065031601,5282,20.1
06065031602,6109,20.5
06065031701,2499,22.5
06065031702,2363,4.4
06065031703,3707,14.1
06065031704,5297,5.9
06065040101,4381,20.7
06065040102,4453,7.2
06065040201,6330,9.6
06065040202,4030,20.6
06065040203,4069,34.9
06065040204,3797,21.2
06065040301,7912,30.1
06065040302,7664,13.5
06065040303,4081,12.7
06065040402,4295,13.8
06065040403,6037,7.2
06065040404,3094,9.7
06065040405,5899,2.5
06065040501,7700,22.3
06065040502,6415,22.5
06065040503,4451,11.3
06065040603,3195,3.3
06065040604,5466,9.8
06065040605,3239,24.2
06065040606,3555,23.6
06065040607,9652,12.2
06065040609,12881,5.9
06065040611,8089,7.2
06065040613,13266,5.7
06065040615,9254,7.5
06065040616,7857,4.4
06065040701,2288,3.5
06065040702,2692,4.3
06065040703,2672,9.6
06065040806,3099,4.9
06065040807,3444,7.7
06065040808,8301,12.2
06065040809,3587,17.4
06065040812,3878,17.1
06065040813,6700,5
06065040814,4826,11.9
06065040815,3576,3.7
06065040816,3028,8.5
06065040821,5892,11.3
06065040901,7015,9.6
06065040902,5612,19.4
06065040903,2775,22.3
06065040904,4019,16
06065041001,2810,27.8
06065041002,3540,9.3
06065041003,2916,13.6
06065041004,4910,13.2
06065041101,6293,32.1
06065041102,4251,20.9
06065041201,4234,19
06065041202,4423,6
06065041203,3632,23.9
06065041301,3688,19.5
06065041302,4605,30.2
06065041403,3382,6.5
06065041404,4261,9.1
06065041405,4496,10.6
06065041406,5741,10.6
06065041407,5240,11.3
06065041408,4372,17.9
06065041409,17915,5.9
06065041410,2537,27.3
06065041411,2604,11.5
06065041412,4911,22.2
06065041500,3273,23.7
06065041600,5504,25.1
06065041702,5334,18.5
06065041703,5876,34.7
06065041704,3538,24.5
06065041803,7449,3.5
06065041804,4462,5.6
06065041805,6064,12.4
06065041806,4792,6.7
06065041807,2353,7.7
06065041808,6429,8.4
06065041809,5637,8.2
06065041810,5992,7.3
06065041812,3244,8.3
06065041813,7377,24.1
06065041904,5019,8
06065041905,3265,15
06065041906,6266,15.5
06065041909,5419,9
06065041910,7679,5.9
06065041911,12038,6.3
06065041912,5942,10.8
06065041913,5828,7.6
06065042003,6224,9.9
06065042004,3564,4.7
06065042005,5874,6.5
06065042007,4385,12.9
06065042008,8091,4.1
06065042009,8989,24.5
06065042010,6213,33.8
06065042012,6728,8.2
06065042013,8247,6.8
06065042014,11260,6.5
06065042206,6029,19.3
06065042207,3377,4.2
06065042208,2658,1.4
06065042209,3954,46.4
06065042210,4339,38.8
06065042212,6528,13.6
06065042213,4660,29.1
06065042214,6692,9.9
06065042217,5605,8.5
06065042300,7355,19.9
06065042401,1924,3.4
06065042402,4792,14.7
06065042403,4206,10.1
06065042404,2401,31.4
06065042405,5290,17.3
06065042406,4277,14.6
06065042407,3275,11.2
06065042408,3533,11.4
06065042409,3306,21.1
06065042410,5166,9.8
06065042411,2483,10.1
06065042412,4942,3.5
06065042505,3463,28.1
06065042506,8992,16.4
06065042507,4478,16.6
06065042508,5618,23.5
06065042509,3213,12.7
06065042510,5334,26.5
06065042511,3453,26.2
06065042512,3181,15.7
06065042513,3171,18.5
06065042514,3162,29.8
06065042515,4309,37.2
06065042516,4357,23
06065042517,3194,20.7
06065042518,3572,23.7
06065042519,1596,15.3
06065042520,4927,31.2
06065042521,4985,19
06065042617,10801,26.6
06065042618,8842,16
06065042619,12266,15.7
06065042620,12613,14.1
06065042621,6994,11.1
06065042622,4304,15.2
06065042623,3791,5
06065042624,4307,16.1
06065042706,8749,26.4
06065042708,5203,12.7
06065042709,4593,15
06065042711,5099,13.2
06065042714,3447,10.5
06065042715,14377,15.1
06065042716,5223,10.5
06065042717,5395,19.3
06065042719,5491,24.9
06065042720,5678,12.8
06065042723,6751,34.4
06065042724,3732,4.5
06065042726,7870,7.8
06065042728,2066,10.6
06065042729,10309,8.9
06065042730,5972,20
06065042731,7375,15
06065042732,6607,4.1
06065042733,6264,11.7
06065042737,2624,9.6
06065042738,7396,8.2
06065042739,8069,6.8
06065042740,1908,9.5
06065042741,2160,17.8
06065042742,4569,1.5
06065042743,3230,4.5
06065042744,4224,25.5
06065042745,5135,15.3
06065042800,8218,26.8
06065042901,8183,23.3
06065042902,4916,23.6
06065042903,5750,28
06065042904,10377,39.5
06065043001,5559,26.1
06065043003,7015,25.6
06065043005,5572,13.3
06065043006,5876,28.5
06065043007,7205,5.4
06065043008,7474,18.8
06065043009,6135,6.7
06065043010,5838,7.7
06065043206,7869,13.1
06065043211,5297,12.3
06065043216,6264,12.9
06065043217,3523,11.7
06065043218,5415,3.2
06065043220,4480,18.1
06065043222,4552,8
06065043227,7015,7.1
06065043228,3715,9.2
06065043229,5198,4.2
06065043235,6549,9.2
06065043239,8018,8.5
06065043240,11051,10
06065043242,9639,6.7
06065043244,8825,6.9
06065043246,5706,6.1
06065043247,10449,4.9
06065043248,4923,7.8
06065043250,8939,6
06065043252,8866,1.8
06065043254,5269,3.4
06065043256,3806,2.2
06065043257,8922,4.1
06065043262,5368,3.9
06065043264,7844,3.5
06065043265,7330,3.6
06065043266,5576,17.8
06065043267,6902,4.5
06065043270,5382,13.1
06065043271,4039,6.9
06065043272,5076,6.4
06065043274,2716,11.7
06065043276,4122,10.7
06065043278,6405,5.1
06065043279,5248,6
06065043291,8814,7.6
06065043304,7752,4.9
06065043306,4689,16.3
06065043307,6403,37.1
06065043308,2860,25.7
06065043309,2893,32.6
06065043310,3328,31.6
06065043311,2413,20.1
06065043312,4300,19.3
06065043313,3717,28.2
06065043314,3853,15.4
06065043315,2779,8.5
06065043316,3607,14.5
06065043317,8677,20.5
06065043401,6801,27
06065043403,2556,47.7
06065043404,3002,31.1
06065043405,3770,31
06065043503,3732,23.7
06065043504,8653,15.7
06065043505,3020,22.9
06065043506,6169,16.9
06065043507,6786,18.5
06065043508,6646,20.7
06065043509,5381,14.6
06065043512,7248,20
06065043513,3111,23
06065043517,7605,12.1
06065043601,4375,29.8
06065043602,4069,33.2
06065043701,3805,25.7
06065043702,4829,15.4
06065043703,3080,29.4
06065043802,5342,11.2
06065043807,6440,21.4
06065043809,3118,11.6
06065043810,5213,11.7
06065043811,4639,11.5
06065043812,5571,7.3
06065043813,5879,29.8
06065043814,1014,9.2
06065043818,4483,7.9
06065043820,4556,10.1
06065043821,4031,19.3
06065043822,3361,10.6
06065043823,9759,4.8
06065043900,6519,14.3
06065044000,1905,27.6
06065044101,3366,32.7
06065044102,3029,27.8
06065044103,5743,13.9
06065044104,2841,24.7
06065044200,6179,40.8
06065044300,3818,17.9
06065044402,5408,9.6
06065044403,4210,27.6
06065044404,1335,13.4
06065044405,1513,17.1
06065044505,6194,13.3
06065044507,7197,37.7
06065044509,4011,50.7
06065044510,6043,47
06065044515,3665,30.9
06065044516,5915,24.4
06065044517,2244,6.3
06065044518,5580,25.6
06065044520,1518,16.5
06065044521,1439,37.4
06065044522,4023,24.9
06065044602,3521,26
06065044604,4338,12
06065044605,5623,22.1
06065044606,2715,28.4
06065044701,3572,15.9
06065044702,1737,33.9
06065044804,2929,27.9
06065044805,1756,26.2
06065044806,1993,21.9
06065044807,1531,18.4
06065044904,5191,10.7
06065044907,5593,32.3
06065044911,4375,11.5
06065044915,7074,27.1
06065044916,4857,23
06065044917,4588,13.7
06065044918,3230,9.2
06065044919,4395,9.8
06065044921,2302,9.1
06065044922,5382,5.8
06065044923,3976,24.4
06065044924,4549,12.8
06065044925,3462,17.4
06065044926,5124,22.1
06065044927,3686,8.4
06065044928,3187,8.2
06065044929,3701,15.4
06065044930,3555,23
06065044931,2400,20.3
06065044932,3106,12.2
06065045000,3056,25.7
06065045103,3488,12.2
06065045108,6676,14.5
06065045109,3564,11.3
06065045110,5287,7.6
06065045114,1928,12.6
06065045115,1848,4.2
06065045116,1453,6.6
06065045117,3876,14.8
06065045118,2752,26.7
06065045119,2843,12.1
06065045120,4897,12.6
06065045121,6569,16
06065045122,1577,4.5
06065045123,2126,3.7
06065045124,2602,9.5
06065045125,3218,7
06065045207,5295,26.9
06065045209,5616,23.9
06065045212,2359,8.9
06065045213,5832,11.5
06065045214,5082,15.8
06065045215,10283,13.1
06065045216,2233,14.1
06065045217,8031,21.5
06065045222,2228,12
06065045224,5620,14.5
06065045226,7173,16.9
06065045228,5757,4.8
06065045233,4658,9
06065045302,4336,28.7
06065045303,2826,43.1
06065045304,10300,7.8
06065045501,5234,19.2
06065045502,3565,40.3
06065045604,13083,35.6
06065045605,6881,36.6
06065045606,2593,12.6
06065045608,2904,3.8
06065045609,5221,34.8
06065045703,5969,25.4
06065045704,2594,34.1
06065045705,9944,39.2
06065045706,5107,43.9
06065045707,6919,20.3
06065045900,1484,12.1
06065046101,3178,24.2
06065046102,1613,52.2
06065046103,3372,7.3
06065046200,3319,43.6
06065046401,3702,14
06065046402,5107,27.3
06065046403,7354,15.6
06065046404,7214,18.3
06065046405,3651,14.6
06065046500,3061,49.6
06065046601,686,5.8
06065046602,3753,6.6
06065046700,4330,27.7
06065046800,6806,25.8
06065046900,1545,21.8
06065047000,1634,16.6
06065047201,1911,34.3
06065047202,1798,22.9
06065047900,13618,3.3
06065048100,7415,4.6
06065048200,4273,7.3
06065048300,6933,13.3
06065048700,4824,5.4
06065048800,4583,18.7
06065048901,4044,20.8
06065048902,7836,22.9
06065049000,10125,4.9
06065049100,5169,8.7
06065049400,3876,15.7
06065049500,7862,22.8
06065049600,8356,6.2
06065049700,8663,4.7
06065049800,4633,18.3
06065050300,12399,9.1
06065050400,10719,7.8
06065050500,14929,10.4
06065050600,7234,6.5
06065050700,12870,7.1
06065050900,5024,11.8
06065051100,6884,7.1
06065051200,3986,10.8
06065051300,9377,12.3
06065051400,6949,8
06065940100,151,9.9
06065940400,6280,19.7
06065940500,2049,6.8
06065940600,3038,4.4
06065940700,2604,11.9
06065940800,2537,9.5
06065940900,1940,13.5
06065941000,3715,19.1
06065941100,1866,11.7
06065941200,2364,13.5
06065941300,3265,16.8
06065941400,3716,25.3
06065941500,4888,12.9
06065980004,0,-
06065981000,0,-
06067000100,3783,6.4
06067000200,3755,5.1
06067000300,3163,5.6
06067000400,3890,13.2
06067000500,3174,26.6
06067000600,1121,37.2
06067000700,662,40.9
06067000800,1527,12.9
06067001101,2204,30
06067001200,3264,20.6
06067001300,3027,16.7
06067001400,2417,18
06067001500,4532,5.9
06067001600,5903,7.2
06067001700,5291,25.1
06067001800,4543,15.4
06067001900,2977,14.6
06067002000,2446,21.9
06067002100,2309,17.9
06067002200,4460,44.6
06067002300,3280,3.1
06067002400,4564,4
06067002500,1547,2.5
06067002600,2642,6.9
06067002700,3430,26.4
06067002800,3543,33.8
06067002900,4962,9.5
06067003000,7798,23.6
06067003101,3608,12
06067003102,2980,23.5
06067003202,5095,36.2
06067003203,3136,24
06067003204,5411,33
06067003300,4367,10
06067003400,4168,9.9
06067003501,2599,25.6
06067003502,2780,12.5
06067003600,3015,25.4
06067003700,4100,36
06067003800,5764,16.2
06067003900,3404,4.9
06067004001,5549,9.7
06067004004,6399,4.5
06067004005,4058,12.7
06067004006,5140,9.5
06067004008,3714,8.1
06067004009,5061,7.8
06067004010,5446,11.3
06067004011,3012,9
06067004012,3327,7.5
06067004100,5276,27.6
06067004201,5764,20.4
06067004202,5729,23.4
06067004203,5517,37.4
06067004300,9099,24.3
06067004401,3893,27.1
06067004402,4537,35.2
06067004501,3527,41.3
06067004502,5263,33.4
06067004601,8037,36.5
06067004602,5070,36.6
06067004701,3394,34.8
06067004702,5553,36.5
06067004801,5787,20.3
06067004802,4687,27.9
06067004903,7362,36.6
06067004904,5714,15.3
06067004905,7099,19.3
06067004906,3179,30.6
06067005001,8690,25.8
06067005002,6679,34.1
06067005101,4129,37.8
06067005102,4863,20.7
06067005201,1653,45.5
06067005202,3453,17.8
06067005204,4316,9.6
06067005205,1873,30.5
06067005301,1223,68.2
06067005402,2521,30.7
06067005403,2390,30.3
06067005404,5313,13.3
06067005502,5592,34.6
06067005505,5513,42.9
06067005506,3517,37.2
06067005508,3179,25.3
06067005509,2010,30.6
06067005510,4790,23.5
06067005601,4610,28.9
06067005605,3656,26.7
06067005606,4244,7.4
06067005701,3087,2.9
06067005702,4737,4.6
06067005801,5455,6.5
06067005803,3660,4.1
06067005804,2487,2.1
06067005901,6162,5.6
06067005903,2118,24.3
06067005904,4736,11.5
06067006002,4259,24.7
06067006003,4811,29.7
06067006004,2568,8.8
06067006101,5263,23.9
06067006102,3615,24.1
06067006201,7117,46.3
06067006202,3478,31.6
06067006300,5461,29.3
06067006400,5630,34.3
06067006500,6664,39.3
06067006600,6915,30.4
06067006701,8873,20.6
06067006702,6961,32.6
06067006800,7621,45.5
06067006900,4533,36.3
06067007001,4698,28.5
06067007004,7246,16.6
06067007007,5512,24.6
06067007010,3845,16.9
06067007011,6665,14.9
06067007012,3377,22.9
06067007013,3277,12.1
06067007014,7807,16.4
06067007015,5086,21
06067007016,6130,13.6
06067007017,3154,10.8
06067007018,5125,15.7
06067007019,993,31.1
06067007020,4442,4.1
06067007101,322,0
06067007102,7653,2.4
06067007103,4131,7
06067007104,8112,3.5
06067007105,6711,23.6
06067007106,8407,3.5
06067007107,3573,3.7
06067007202,3845,26.3
06067007204,4924,12.9
06067007206,4370,12
06067007207,4289,18.4
06067007208,4610,12.7
06067007209,3494,9.8
06067007301,5047,32.1
06067007402,6510,26.4
06067007403,5249,25.8
06067007406,8683,22.3
06067007413,7318,31.2
06067007414,4223,22.6
06067007415,3197,11.4
06067007416,4272,21.1
06067007417,3274,8.6
06067007421,9297,7.5
06067007422,2387,14.9
06067007423,5162,41
06067007424,3907,34.8
06067007426,2254,31
06067007427,7108,19.8
06067007428,3498,13.6
06067007429,5197,21.9
06067007430,8398,13.9
06067007431,3538,17.4
06067007432,5120,13.7
06067007433,7925,11.4
06067007501,6454,20.9
06067007503,4985,27.6
06067007504,2013,26.1
06067007601,6846,18.7
06067007602,4999,18.9
06067007701,6341,30.2
06067007702,4299,12.1
06067007801,5319,18
06067007802,4666,9.5
06067007903,4903,14.5
06067007904,5388,10.8
06067007905,4355,8.8
06067007906,3760,8.1
06067008005,4187,7.8
06067008006,5356,8.9
06067008007,3274,14.3
06067008008,4743,8.8
06067008009,4486,13.4
06067008010,4961,13
06067008111,6795,8.2
06067008113,3762,14.8
06067008117,2102,14.7
06067008119,6060,13.6
06067008120,4369,10.2
06067008122,3475,10.2
06067008124,4838,6.9
06067008125,5296,8.4
06067008127,5426,20.8
06067008128,2273,8
06067008129,3118,9.9
06067008130,3806,20.1
06067008131,5253,17.1
06067008132,3792,7.8
06067008133,3122,19.6
06067008134,4846,12.6
06067008135,4348,15.2
06067008136,2464,5.3
06067008137,2423,19.1
06067008138,3495,14.3
06067008139,3794,25.8
06067008140,3168,6.9
06067008141,6838,27.4
06067008142,3589,11.8
06067008143,3889,8.5
06067008144,2678,9.3
06067008145,7563,5.9
06067008203,4751,18.5
06067008204,4489,6.8
06067008206,5759,3.2
06067008207,4287,4.9
06067008208,4624,14.9
06067008209,4090,5
06067008210,5781,5.4
06067008211,2864,8.7
06067008402,5650,14.6
06067008403,6255,5.5
06067008404,3296,21.1
06067008501,6467,1.3
06067008504,4620,3.3
06067008505,2190,3.2
06067008506,2664,4.2
06067008507,4084,2.9
06067008508,7492,2.2
06067008509,4847,1.9
06067008510,4781,3
06067008512,4406,1
06067008513,3403,3.6
06067008600,6932,4.5
06067008702,2667,1.3
06067008703,4880,5.8
06067008704,3750,5.4
06067008705,7249,6.7
06067008801,4091,20.2
06067008905,4711,14.9
06067008907,5248,17.7
06067008908,5275,13.1
06067008909,2381,28.9
06067008910,3778,18.1
06067008911,2475,32.2
06067008912,2791,8.4
06067008913,4215,10.9
06067009004,3594,10.4
06067009005,3337,14
06067009006,5615,19.7
06067009007,2681,23.9
06067009008,5098,28.9
06067009010,5047,9.3
06067009011,4167,3.5
06067009103,3157,11.1
06067009105,2381,26.2
06067009106,4099,15.3
