GEOID,pop_pov,pov_rt
06037604100,7039,12.5
06037609900,1823,18.4
06037620001,4173,4.6
06037620002,3550,9.5
06037620101,5442,11.1
06037620102,3720,9.1
06037620201,1556,9.6
06037620301,4984,3.1
06037620303,4442,2.1
06037620305,5756,3.1
06037620400,5220,3.1
06037620501,6369,1.1
06037620521,4132,5.9
06037620522,4807,4.6
06037620601,5291,9
06037620602,5407,3.4
06037620701,6654,4.4
06037620702,7196,3.3
06037620800,7914,3.8
06037620901,2969,6
06037620904,2804,5.4
06037621001,4524,1.9
06037621002,935,6.3
06037621004,4360,5.5
06037621102,3033,7.1
06037621104,6863,4.8
06037621201,6224,5.8
06037621204,3160,8.6
06037621301,6976,4.1
06037621324,3853,4.9
06037621326,2943,6.2
06037621400,4759,5.4
06037650001,5619,17.9
06037650003,3056,13.6
06037650004,4136,14.7
06037650101,5741,6.8
06037650102,2350,7.1
06037650200,6272,4.8
06037650300,6971,9.7
06037650401,4666,6.6
06037650501,3066,2.4
06037650502,4293,8.6
06037650602,7245,10.1
06037650603,3620,11.7
06037650604,5754,11.5
06037650605,2959,7.9
06037650701,2445,8
06037650702,4930,3
06037650800,6684,6.5
06037650901,6175,4.5
06037650902,6236,6
06037651001,5923,8.8
06037651002,4922,4.1
06037651101,5315,4.5
06037651102,3827,6.1
06037651201,4887,2.5
06037651221,3260,10
06037651222,6263,5.9
06037651302,6271,2.4
06037651304,4677,5.3
06037651401,2512,2.6
06037651402,6259,4.6
06037670001,3403,12.2
06037670002,4013,16.7
06037670003,5573,6.2
06037670100,6954,12.9
06037670201,3825,4.9
06037670202,2629,4.9
06037670324,5167,5.1
06037670326,3488,6.3
06037670328,4936,3.3
06037670403,2689,7.4
06037670405,2795,4.2
06037670406,1993,4.5
06037670407,6128,7.5
06037670411,4430,2.9
06037670413,4808,3.9
06037670416,4213,6.1
06037670500,1684,2.2
06037670602,6859,6.4
06037670701,7177,4.4
06037670702,5551,2.1
06037700101,5191,12.7
06037700102,3862,19.7
06037700200,7181,15.7
06037700300,6240,12
06037700400,5375,11.5
06037700501,3933,6.5
06037700502,4313,13.8
06037700600,4990,6.5
06037700700,3514,2.3
06037700801,5194,13.8
06037700802,3947,11.1
06037700901,3690,10.5
06037700902,7575,11.9
06037701000,5532,6.1
06037701100,871,57.5
06037701201,3808,8.4
06037701202,3453,6.1
06037701302,4888,7.8
06037701304,6356,7.5
06037701402,5992,16.7
06037701501,5046,10.4
06037701502,3285,11.2
06037701601,4728,2.6
06037701602,3890,6.8
06037701701,3384,7.9
06037701702,3427,14.6
06037701801,6779,15.2
06037701802,4337,19.5
06037701902,4623,16.8
06037702002,6472,10.4
06037702102,5847,10.3
06037702201,4496,8.7
06037702202,3965,9.2
06037702300,6811,10
06037702400,4453,9.1
06037702501,4624,4.6
06037702502,4171,8.2
06037702600,5907,4.5
06037702700,3765,3.4
06037702801,5066,11.8
06037702802,2458,8.6
06037702803,3124,11.2
06037702901,9672,12.4
06037703001,6007,6.5
06037703002,7196,8.1
06037703100,5660,12.6
06037703200,5465,8.2
06037800101,5788,2
06037800102,6742,6.8
06037800202,6067,10
06037800203,5586,7.6
06037800204,4695,8.1
06037800324,6560,3.3
06037800325,3369,8.1
06037800326,5049,5.9
06037800327,5861,15.3
06037800328,2977,11.9
06037800329,6438,6.5
06037800330,1056,4.3
06037800331,814,3.4
06037800332,6404,5
06037800406,2534,7.2
06037800408,7208,9.1
06037800410,1588,5.5
06037800504,2439,9.7
06037800506,2966,9.5
06037900102,619,35.9
06037900103,5632,35.8
06037900104,6105,25
06037900201,1086,32.4
06037900300,3994,16.7
06037900501,6688,21.5
06037900504,6563,15.6
06037900505,3732,30.9
06037900506,4446,35.4
06037900507,7146,23.8
06037900508,3701,28.1
06037900602,5692,27.7
06037900605,8017,37.4
06037900606,3359,40.6
06037900607,3938,52.1
06037900608,3521,23
06037900609,5558,36.1
06037900701,4509,33.1
06037900703,4013,31.3
06037900704,2746,23.1
06037900705,3945,16.9
06037900803,9055,20.6
06037900804,3333,27.3
06037900805,4390,17.2
06037900806,4753,48.9
06037900900,4122,12.4
06037901003,0,-
06037901004,12510,9.5
06037901007,2030,10.3
06037901008,2841,11.9
06037901009,5691,12.7
06037901010,5965,22.3
06037901011,5134,13.3
06037901101,5492,15.9
06037901102,5349,14.7
06037901205,11437,13
06037901209,1375,12.8
06037901210,1719,14.4
06037901213,3850,4.8
06037910001,6313,22.8
06037910002,7875,24.2
06037910101,1856,35.7
06037910201,3863,20.4
06037910202,5666,9.2
06037910205,1301,18.8
06037910206,3566,10.9
06037910207,6203,14.9
06037910208,6400,10.1
06037910209,4742,9
06037910210,7324,2.5
06037910301,3906,12.1
06037910302,5620,3.6
06037910401,6880,6.2
06037910402,3749,47.4
06037910403,2181,64.6
06037910404,3919,12.5
06037910501,5314,56.9
06037910502,3845,31.7
06037910504,4956,31.1
06037910505,3169,22
06037910601,7053,27.7
06037910602,4038,35.4
06037910603,6717,27.2
06037910605,4585,17.9
06037910606,3503,27.3
06037910705,12217,12.8
06037910706,6171,11
06037910707,4699,23
06037910709,1929,7.9
06037910711,7932,21.4
06037910712,2788,10.3
06037910713,5675,10.5
06037910714,3999,13.7
06037910715,6517,12.1
06037910716,5702,14
06037910804,3128,6.2
06037910805,4735,11.7
06037910807,6585,6.5
06037910808,3420,2.2
06037910809,2223,10
06037910810,2838,4.6
06037910811,134,0
06037910812,308,20.8
06037910813,3828,9.2
06037911001,4179,19.2
06037920011,199,20.6
06037920012,1015,6.6
06037920013,5180,5.8
06037920015,5858,3.3
06037920016,4560,1.5
06037920017,4735,5.9
06037920018,2277,5
06037920020,6922,8.5
06037920023,2843,12.3
06037920026,383,20.6
06037920028,6883,5
06037920029,3571,5.5
06037920030,5815,10.6
06037920031,6146,3.4
06037920032,3370,3.6
06037920033,619,27
06037920034,3603,10.9
06037920035,7446,7.9
06037920036,3200,18
06037920037,7630,24.9
06037920038,4490,24.7
06037920039,1870,3
06037920040,3478,7.5
06037920041,2920,7.6
06037920042,7369,7.6
06037920043,6241,2.9
06037920044,2777,3.3
06037920045,4690,5.1
06037920102,5411,15.2
06037920104,3034,4
06037920106,3451,7.9
06037920107,4580,3.8
06037920108,5208,4.9
06037920109,5772,2.7
06037920110,3409,4
06037920111,2882,5
06037920112,4336,4.2
06037920114,6648,9.7
06037920115,4025,3.6
06037920116,5135,4.7
06037920118,6406,3.2
06037920119,2008,6.2
06037920200,0,-
06037920303,1752,17.5
06037920312,5055,8.4
06037920313,5413,14.9
06037920314,2954,5.3
06037920322,2813,5.4
06037920326,6888,8.1
06037920328,2044,12.1
06037920329,5619,3.6
06037920330,5161,4.7
06037920331,3911,3.2
06037920332,1624,5
06037920334,5730,8.3
06037920336,6615,26.1
06037920337,7566,26.1
06037920338,6130,7.8
06037920339,7474,3.4
06037930101,61,0
06037930200,528,29.5
06037930301,585,20.5
06037980001,0,-
06037980002,0,-
06037980003,0,-
06037980004,0,-
06037980005,0,-
06037980006,0,-
06037980007,0,-
06037980008,74,8.1
06037980009,0,-
06037980010,133,72.2
06037980013,0,-
06037980014,0,-
06037980015,501,24
06037980018,0,-
06037980019,167,4.2
06037980020,0,-
06037980021,12,0
06037980022,0,-
06037980023,0,-
06037980024,258,3.5
06037980025,0,-
06037980026,16,0
06037980028,0,-
06037980030,0,-
06037980031,89,0
06037980033,12,100
06037990100,0,-
06037990200,0,-
06037990300,0,-
06039000102,3970,11.8
06039000103,5088,23
06039000104,4036,15.6
06039000106,5349,14.8
06039000108,6428,13.2
06039000109,2074,9
06039000201,1520,24.5
06039000202,6005,19.4
06039000300,8653,31.7
06039000400,1484,19.8
06039000502,11795,22.6
06039000503,9183,7.2
06039000506,6630,14.3
06039000507,11656,24.3
06039000508,6818,23.7
06039000509,6348,10
06039000602,4194,34.4
06039000603,5635,35.6
06039000604,5725,29.6
06039000700,12084,9.8
06039000800,6313,42.4
06039000900,10191,42.2
06039001000,4995,18.1
06041101100,2689,1.9
06041101200,3086,11.4
06041102100,2301,5
06041102202,6419,6.4
06041102203,5737,18.3
06041103100,7798,5.2
06041103200,6940,5.9
06041104101,7776,7.8
06041104102,5613,7.5
06041104200,5807,8
06041104300,1635,7.2
06041105000,6581,6.7
06041106001,4011,7.4
06041106002,5808,7
06041107000,7128,6.1
06041108100,6824,4.4
06041108200,6272,9.1
06041109001,4385,21
06041109002,4129,9.6
06041110100,5291,8.6
06041110200,4896,0.5
06041111000,5784,14
06041112100,4806,17.2
06041112201,7617,38.9
06041112202,4532,17.6
06041113000,3808,4
06041114100,5272,4.2
06041114200,3156,8.1
06041115000,7211,2
06041116000,3171,3.4
06041117000,4424,4.7
06041118100,2319,7.2
06041119100,5110,4.4
06041119201,3279,7.2
06041119202,3524,7.1
06041120000,6130,5.3
06041121100,5356,4.7
06041121200,5893,4.7
06041122000,0,-
06041123000,2160,2.2
06041124100,5488,3.3
06041124200,5879,3.9
06041125000,4160,6.2
06041126100,6163,2.5
06041126200,4395,6.7
06041127000,4546,5.1
06041128100,6476,3.1
06041128200,4713,3
06041129000,2674,25
06041130201,3444,5.4
06041130202,4232,6.1
06041131100,1070,8.2
06041132100,1914,14.5
06041132200,1823,7.2
06041133000,2973,9.6
06041990100,0,-
06043000101,3735,13.8
06043000102,2596,19.1
06043000200,3040,13.2
06043000301,3592,18.9
06043000302,2692,12
06043000400,1801,11.9
06045010100,2496,27.6
06045010200,3596,27.1
06045010300,3769,18.3
06045010400,3309,23.3
06045010500,4406,13.8
06045010600,6316,17.9
06045010700,6193,27.5
06045010801,5992,11.7
06045010802,1896,21.7
06045010900,4682,15
06045011001,1828,16.9
06045011002,5690,14.7
06045011102,4094,12
06045011200,2897,20
06045011300,5929,28.4
06045011400,4132,8
06045011500,6706,22.6
06045011600,5826,21.8
06045011700,4000,15.8
06045011800,2275,18.2
06045990100,0,-
06047000201,3603,26.5
06047000202,1778,19.2
06047000203,9896,19.2
06047000301,5336,15.7
06047000303,2285,19.2
06047000304,9792,19.3
06047000401,1732,20.7
06047000402,8010,4.8
06047000503,1904,26.8
06047000504,6596,23.4
06047000505,6739,24.3
06047000601,4994,23.2
06047000602,4091,29
06047000603,6139,27.1
06047000701,3190,32.4
06047000702,5254,6
06047000801,5402,13
06047000802,4240,14.7
06047000901,3265,13.4
06047000902,9517,20.4
06047001002,15223,19.9
06047001003,4218,31.2
06047001004,3456,27.1
06047001005,2305,38.5
06047001101,5805,23.9
06047001200,5329,18
06047001301,2715,30.5
06047001302,2770,54.2
06047001401,4316,28.7
06047001402,5187,23.2
06047001501,2642,23.1
06047001502,2727,37.5
06047001503,4675,48.3
06047001601,3603,62.9
06047001602,7560,26.4
06047001700,6882,46.5
06047001801,2883,8.3
06047001901,5524,28.9
06047001902,2251,27.5
06047002000,8190,23.3
06047002100,4172,23.1
06047002201,5711,42.4
06047002202,10024,18.4
06047002301,6616,10.4
06047002302,15206,20.5
06047002401,1508,19.1
06047002402,8033,22.1
06047002500,2304,12.4
06047002600,5425,11.4
06049000100,3422,23
06049000200,1392,10.5
06049000300,2812,17
06049000400,1102,15.6
06051000101,3476,12.1
06051000102,2384,14.2
06051000200,8083,7.6
06053000101,2212,8.1
06053000102,9467,8.6
06053000103,4241,16.9
06053000104,3898,10.3
06053000200,7371,7.6
06053000300,4544,9.8
06053000400,8099,22.9
06053000501,4333,26.4
06053000502,3984,17.4
06053000600,7330,26.2
06053000701,5988,32.8
06053000702,6111,30
06053000800,5687,23.2
06053000900,5125,29.6
06053001200,2941,13.1
06053001300,2723,37.4
06053001400,2658,12.1
06053001500,5593,7
06053001600,2731,7.2
06053001700,3826,19.6
06053001801,4103,18
06053001802,5074,23
06053010101,4914,15.3
06053010102,3461,2
06053010202,5070,8.7
06053010305,4602,4
06053010306,1577,5.5
06053010400,6675,20
06053010501,6649,17.4
06053010504,5033,12.6
06053010505,6246,8.7
06053010506,5115,17.4
06053010603,7433,12.7
06053010604,5861,8.5
06053010605,4781,13
06053010606,7100,10.9
06053010607,4208,24.9
06053010608,2486,13.8
06053010701,6248,1.5
06053010702,3261,4
06053010804,5569,27.4
06053010900,121,0
06053011000,5685,4.5
06053011101,5713,21.7
06053011102,12160,11.5
06053011202,7314,17.4
06053011203,7034,16.4
06053011204,3686,26.8
06053011302,5667,28.8
06053011303,4207,23.9
06053011304,7173,21.2
06053011400,3579,20.9
06053011502,1696,14
06053011602,5883,7.4
06053011604,1860,6
06053011700,4012,8.2
06053011801,2195,6.1
06053011802,1657,7
06053011900,4101,8.8
06053012000,4112,9.1
06053012100,2125,5.6
06053012200,2644,3.1
06053012302,2021,6.3
06053012401,1518,8.1
06053012402,3093,6.8
06053012502,5283,18.1
06053012600,245,1.6
06053012700,3563,9.9
06053012800,5019,4.5
06053013000,3130,10.9
06053013100,1886,8.8
06053013200,4127,3
06053013300,5920,14
06053013400,1555,6
06053013500,5163,24
06053013600,4335,13.1
06053013700,4649,23.5
06053013800,6109,12.2
06053013900,2552,18.1
06053014000,2592,13.7
06053014102,2497,25.5
06053014104,0,-
06053014105,3132,22.4
06053014107,7792,6.9
06053014201,5666,9.5
06053014202,4520,19.6
06053014301,3158,3.5
06053014302,4595,17
06053014500,4368,15
06053014601,5883,14.9
06053014700,7779,7
06053014800,6317,11.3
06053980000,42,100
06053990000,0,-
06055200201,3233,4.4
06055200202,2715,9.9
06055200203,2409,7.3
06055200301,5107,14.7
06055200302,3027,5.2
06055200400,4051,8.3
06055200501,5221,6.9
06055200503,1565,14.1
06055200504,6388,5.2
06055200505,2602,14.1
06055200601,5290,9.2
06055200602,4321,5.1
06055200703,2764,4.1
06055200704,5096,10.8
06055200705,2970,8.6
06055200706,3175,5.1
06055200707,2947,4.3
06055200802,5476,6.7
06055200803,2143,5.9
06055200804,5802,8.5
06055200900,137,48.2
06055201003,5244,9
06055201004,6222,7.8
06055201005,2404,8.9
06055201006,3172,7.9
06055201007,4316,9.7
06055201101,2253,1.7
06055201102,1717,3.4
06055201200,4990,13.6
06055201300,2531,6.1
06055201401,3264,6.4
06055201402,3158,4.8
06055201403,707,0.7
06055201500,2098,10.2
06055201601,2564,6.6
06055201602,3367,13.3
06055201700,4655,10.2
06055201800,1741,4.5
06055201900,1351,7.1
06055202000,5222,11
06057000102,6883,3
06057000103,7399,6.3
06057000104,3118,11.9
06057000105,2828,16.7
06057000200,2519,11
06057000300,2461,9.9
06057000401,5930,7.4
06057000402,6709,21.5
06057000501,5489,21.5
06057000502,4736,21.3
06057000600,6709,26.5
06057000701,7262,5.5
06057000702,4190,10.4
06057000801,5054,7.7
06057000802,6129,13.5
06057000900,3955,20.3
06057001203,2490,8.6
06057001204,2203,12.8
06057001205,5217,4.8
06057001206,6556,5.8
06059001101,4829,4.2
06059001102,3330,11.6
06059001103,4522,18.7
06059001201,5708,22.2
06059001202,3754,15.1
06059001301,6758,10.6
06059001303,5835,9.2
06059001304,3810,12.4
06059001401,4856,12.3
06059001402,5228,12.6
06059001403,3195,5
06059001404,3959,14.5
06059001501,6139,6.3
06059001503,5692,15.4
06059001504,4570,5.1
06059001505,6996,6.1
06059001506,4260,12.2
06059001507,4590,6.2
06059001601,7832,9.2
06059001602,4899,5.7
06059001704,7771,10.2
06059001705,4356,12.2
06059001706,3684,8.9
06059001707,7471,5.5
06059001708,3576,8.3
06059001801,5227,26.6
06059001802,8217,26
06059001901,2776,3.6
06059001902,3012,13
06059001903,3612,15.6
06059011000,5888,7.4
06059011101,4504,21.6
06059011102,4431,15.8
06059011200,3861,15.8
06059011300,4853,12
06059011401,1886,7.2
06059011402,2426,2.5
06059011403,6610,23.5
06059011502,3893,16.7
06059011503,1702,7.7
06059011504,4812,30.5
06059011601,7637,30.1
06059011602,5041,14.5
06059011707,6441,8.9
06059011708,4575,26.5
06059011709,4601,2.1
06059011710,3617,1.7
06059011711,8046,11.7
06059011712,5105,10.4
06059011714,941,5.2
06059011715,6178,5.6
06059011716,5177,6
06059011717,3383,3.5
06059011718,3121,3.7
06059011720,6694,29.1
06059011721,5184,18.8
06059011722,2403,8
06059021802,7319,9.5
06059021807,4181,7.8
06059021809,3128,2.9
06059021810,4031,4.9
06059021812,6304,2.5
06059021813,100,0
06059021814,7349,4.4
06059021815,8456,2.6
06059021816,4995,4.5
06059021817,4162,4.8
06059021820,4458,2.7
06059021821,7185,7.8
06059021822,9667,2.4
06059021823,3854,6
06059021824,2716,2.7
06059021825,3157,4.2
06059021826,2859,2.4
06059021827,3227,9.3
06059021828,4327,0.3
06059021829,5193,1.8
06059021830,5655,1.2
06059021903,4039,5.7
06059021905,5454,2.6
06059021912,4336,4.1
06059021913,7646,12.9
06059021914,4228,6.5
06059021915,3923,3.8
06059021916,3373,1.3
06059021917,3152,4.2
06059021918,4643,10.6
06059021919,2856,3
06059021920,6939,2.3
06059021921,4409,2.3
06059021922,4904,3.4
06059021923,6917,3.5
06059021924,4302,5.8
06059032002,6750,2.1
06059032003,4873,3
06059032011,1601,2.9
06059032012,4192,7.3
06059032013,5452,4.8
06059032014,6107,19.5
06059032015,6563,9.6
06059032020,5791,2
06059032022,7004,7.5
06059032023,14368,2.2
06059032027,6504,5.2
06059032028,3122,5.3
06059032029,4488,3.5
06059032030,3950,2.2
06059032031,3607,2.6
06059032032,3010,6.7
06059032033,3767,6.3
06059032034,5834,4.4
06059032035,2344,4
06059032036,3682,4.9
06059032037,5168,6.9
06059032038,6482,3.7
06059032039,7029,7.2
06059032040,2712,2.1
06059032041,965,7.2
06059032042,5728,1.4
06059032043,3711,1.6
06059032044,5700,4.8
06059032045,3237,2.9
06059032046,5862,4.2
06059032047,4338,6.4
06059032048,5238,5
06059032049,9465,5.3
06059032050,4997,2.3
06059032051,4720,4.4
06059032053,8197,6.5
06059032054,5726,9.3
06059032055,3879,2.6
06059032056,7586,4.2
06059032057,8701,2.3
06059032058,8768,1.2
06059032059,10910,2.5
06059032061,3816,2.6
06059042103,7866,9
06059042106,1308,13.1
06059042107,4492,18
06059042108,4880,12.1
06059042109,5143,8.5
06059042111,6352,5.1
06059042112,6219,1
06059042113,4090,9.4
06059042114,4232,3.8
06059042201,5000,10.2
06059042203,7535,9.1
06059042205,7031,2.2
06059042206,3303,4.2
06059042305,3299,6.8
06059042307,6744,10
06059042310,8814,12.7
06059042311,5511,6.4
06059042312,9878,19.4
06059042313,7492,11.1
06059042315,5613,6.4
06059042317,3321,5.6
06059042319,3200,3.9
06059042320,5808,5.1
06059042323,4805,4.3
06059042324,4293,13.1
06059042325,3695,5
06059042326,4967,8.6
06059042327,4638,4.5
06059042328,2416,7.8
06059042329,3968,6
06059042330,6577,9.6
06059042331,5789,8.6
06059042332,5232,6.5
06059042333,3901,4.5
06059042334,5424,7
06059042335,6565,10.7
06059042336,4683,4.5
06059042337,3659,6.3
06059042338,4817,5.4
06059042339,3659,3.3
06059052404,318,0
06059052408,6618,3.3
06059052410,5338,10.1
06059052411,5398,13.1
06059052415,4204,0.5
06059052416,4364,6.7
06059052417,10871,9.8
06059052418,19421,14
06059052419,3556,1.9
06059052420,23812,6.7
06059052421,5784,6.2
06059052422,4865,3.7
06059052423,6224,16.7
06059052424,5055,6.1
06059052425,6458,11.7
06059052426,13528,6.1
06059052427,5613,0.9
06059052428,6541,2.1
06059052502,6091,6.3
06059052505,5319,10.6
